"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 03/18/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 1,343 Crashes containing 2,733 Units and 3,018 Persons"

"Filters Applied to current Query:"
"Crash Year Is In  2014 or 2015 or 2016 or 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2023 or 2024"
"City Is Equal To DALLAS"
"Person Type Is Equal To 3 - PEDALCYCLIST"


"Crash ID","Active School Zone Flag","Agency","At Intersection Flag","Case ID","City","Construction Zone Flag","Construction Zone Workers Present Flag","Contributing Factors","Crash Date","Crash Death Count","Crash Month","Crash Non-Suspected Serious Injury Count","Crash Not Injured Count","Crash Number","Crash Possible Injury Count","Crash Severity","Crash Suspected Serious Injury Count","Crash Time","Crash Total Injury Count","Crash Unknown Injury Count","Crash Year","Day of Week","Hour of Day","How Notified","Intersecting Street Name","Intersecting Street Number","Intersection Related","Latitude","Light Condition","Located Flag","Longitude","Manner of Collision","Object Struck","Property Damages","Reported Street Description","Road Base Type","Roadway Type","Street Name","Street Number","Surface Condition","Surface Type","Weather Condition"
"13719051","NO","DALLAS POLICE DEPARTMENT","true","51195B","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2014-03-03","0","3","1","3","2014073533","0","B - SUSPECTED MINOR INJURY","0","1240","1","0","2014","MONDAY","12:00 - 12:59","No Data","SH0183","NO DATA","INTERSECTION","32.81882798","1 - DAYLIGHT","No Data","-96.86923922","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","IH0035E","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13725795","NO","DALLAS POLICE DEPARTMENT","false","54707B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","2014-03-07","0","3","0","1","2014080377","0","A - SUSPECTED SERIOUS INJURY","1","1805","1","0","2014","FRIDAY","18:00 - 18:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.76589888","1 - DAYLIGHT","No Data","-96.68460545","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SH0352","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13749239","NO","DALLAS AREA RAPID TRANSIT POLICE DEPARTMENT","false","2014-027389","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE;IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE)","2014-03-11","0","3","0","1","2014103151","1","C - POSSIBLE INJURY","0","0912","1","0","2014","TUESDAY","09:00 - 09:59","No Data","N/A","NO DATA","NON INTERSECTION","No Data","1 - DAYLIGHT","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","HATCHER ST","NO DATA","3 - STANDING WATER","No Data","1 - CLEAR"
"13742858","NO","DALLAS POLICE DEPARTMENT","true","62735B","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL","2014-03-16","0","3","1","4","2014096404","0","B - SUSPECTED MINOR INJURY","0","2117","1","0","2014","SUNDAY","21:00 - 21:59","No Data","N HENDERSON AVE","NO DATA","INTERSECTION","32.80946425","3 - DARK, LIGHTED","No Data","-96.77230258","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ROSS AVE","5300","1 - DRY","No Data","2 - CLOUDY"
"13762055","NO","DALLAS POLICE DEPARTMENT","true","64382B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","2014-03-18","0","3","0","1","2014114177","1","C - POSSIBLE INJURY","0","1750","1","0","2014","TUESDAY","17:00 - 17:59","No Data","OLD OX DR","NO DATA","INTERSECTION","32.66862428","6 - DUSK","No Data","-96.79350258","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","GILLAREL SPRINGS LN","1698","1 - DRY","No Data","1 - CLEAR"
"13748409","NO","DALLAS POLICE DEPARTMENT","false","65285B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2014-03-19","0","3","1","0","2014102322","0","B - SUSPECTED MINOR INJURY","0","1819","1","1","2014","WEDNESDAY","18:00 - 18:59","No Data","N/A","NO DATA","NON INTERSECTION","32.78462426","1 - DAYLIGHT","No Data","-96.87729013","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","GALLAGHER ST","3509","1 - DRY","No Data","2 - CLOUDY"
"13759502","NO","DALLAS POLICE DEPARTMENT","false","72055B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","2014-03-27","0","3","0","1","2014111991","1","C - POSSIBLE INJURY","0","1230","1","0","2014","THURSDAY","12:00 - 12:59","No Data","N/A","NO DATA","NON INTERSECTION","32.73401426","1 - DAYLIGHT","No Data","-96.64761791","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","LAKE JUNE RD","10206","1 - DRY","No Data","2 - CLOUDY"
"13761396","NO","DALLAS POLICE DEPARTMENT","false","75071B","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2014-03-30","0","3","0","4","2014113521","0","N - NOT INJURED","0","1540","0","0","2014","SUNDAY","15:00 - 15:59","No Data","N/A","NO DATA","NON INTERSECTION","32.72490233","1 - DAYLIGHT","No Data","-96.64118716","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","BIG THICKET DR","10724","1 - DRY","No Data","1 - CLEAR"
"13765619","NO","DALLAS POLICE DEPARTMENT","false","76554B","DALLAS","No","No","WRONG WAY - ONE WAY ROAD","2014-04-01","0","4","1","1","2014117506","0","B - SUSPECTED MINOR INJURY","0","1210","1","0","2014","TUESDAY","12:00 - 12:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.80290044","1 - DAYLIGHT","No Data","-96.79204805","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","LEMMON AVE","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13770810","NO","DALLAS POLICE DEPARTMENT","true","78969B","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2014-04-03","0","4","0","2","2014123417","0","A - SUSPECTED SERIOUS INJURY","1","2340","1","0","2014","THURSDAY","23:00 - 23:59","No Data","US0175","NO DATA","INTERSECTION","32.71298701","3 - DARK, LIGHTED","No Data","-96.70299966","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13791018","NO","DALLAS POLICE DEPARTMENT","false","80788B","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2014-04-05","0","4","0","2","2014142752","0","N - NOT INJURED","0","2219","0","0","2014","SATURDAY","22:00 - 22:59","No Data","MARILLA ST","NO DATA","INTERSECTION RELATED","32.77855058","3 - DARK, LIGHTED","No Data","-96.78845451","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S CESAR CHAVEZ BLVD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13781487","NO","DALLAS POLICE DEPARTMENT","false","85713B","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2014-04-11","0","4","0","3","2014132739","1","C - POSSIBLE INJURY","0","1505","1","0","2014","FRIDAY","15:00 - 15:59","No Data","MEANDERING WAY","NO DATA","INTERSECTION RELATED","32.97817422","1 - DAYLIGHT","No Data","-96.77867989","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","CAMPBELL RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13792767","NO","DALLAS POLICE DEPARTMENT","false","90153B","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL","2014-04-16","0","4","1","1","2014144379","0","B - SUSPECTED MINOR INJURY","0","1204","1","0","2014","WEDNESDAY","12:00 - 12:59","No Data","SS0244","NO DATA","INTERSECTION RELATED","32.86414811","1 - DAYLIGHT","No Data","-96.67067627","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SH0078","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13803449","NO","DALLAS POLICE DEPARTMENT","true","98304B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","2014-04-25","0","4","0","1","2014154880","0","A - SUSPECTED SERIOUS INJURY","1","0930","1","0","2014","FRIDAY","09:00 - 09:59","No Data","SHELBURNE DR","NO DATA","INTERSECTION","32.75145425","1 - DAYLIGHT","No Data","-96.64807261","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","N MASTERS DR","2300","1 - DRY","No Data","1 - CLEAR"
"13803718","NO","DALLAS POLICE DEPARTMENT","false","99089B","DALLAS","No","No","FAILED TO PASS TO LEFT SAFELY","2014-04-26","0","4","1","1","2014155147","0","B - SUSPECTED MINOR INJURY","0","0108","1","0","2014","SATURDAY","01:00 - 01:59","No Data","N/A","NO DATA","NON INTERSECTION","32.78018912","3 - DARK, LIGHTED","No Data","-96.82156041","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SS0366","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13835896","NO","DALLAS POLICE DEPARTMENT","true","103413b","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2014-04-30","0","4","1","1","2014186443","0","B - SUSPECTED MINOR INJURY","0","2050","1","0","2014","WEDNESDAY","20:00 - 20:59","No Data","FRANKFORD RD","NO DATA","INTERSECTION","32.99696422","2 - DARK, NOT LIGHTED","No Data","-96.86638254","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","KELLY BLVD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13815862","NO","DALLAS POLICE DEPARTMENT","false","104377B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2014-05-01","0","5","1","1","2014166923","0","B - SUSPECTED MINOR INJURY","0","2045","1","0","2014","THURSDAY","20:00 - 20:59","No Data","N PRAIRIE CREEK RD","NO DATA","INTERSECTION RELATED","32.73408426","3 - DARK, LIGHTED","No Data","-96.6656789","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","LAKE JUNE RD","8994","1 - DRY","No Data","1 - CLEAR"
"13825555","NO","DALLAS POLICE DEPARTMENT","true","105911B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - STOP SIGN","2014-05-03","0","5","0","1","2014175833","1","C - POSSIBLE INJURY","0","1235","1","0","2014","SATURDAY","12:00 - 12:59","No Data","EDGEMONT AVE","NO DATA","INTERSECTION","32.72952427","1 - DAYLIGHT","No Data","-96.81144257","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S EWING AVE","1500","1 - DRY","No Data","1 - CLEAR"
"13816868","NO","DALLAS POLICE DEPARTMENT","false","107477B","DALLAS","No","No","DRIVER INATTENTION; FAILED TO PASS TO LEFT SAFELY","2014-05-05","0","5","0","1","2014167387","0","A - SUSPECTED SERIOUS INJURY","1","0623","1","0","2014","MONDAY","06:00 - 06:59","No Data","N/A","NO DATA","NON INTERSECTION","32.86878198","5 - DAWN","No Data","-96.73742444","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","SKILLMAN ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13833640","NO","DALLAS POLICE DEPARTMENT","false","0108704B","DALLAS","No","No","FAULTY EVASIVE ACTION","2014-05-06","0","5","1","1","2014183392","0","B - SUSPECTED MINOR INJURY","0","1315","1","0","2014","TUESDAY","13:00 - 13:59","No Data","MARFA AVE","NO DATA","INTERSECTION RELATED","32.70370256","1 - DAYLIGHT","No Data","-96.79891343","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S LANCASTER RD","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13837475","NO","DALLAS POLICE DEPARTMENT","true","117415B","DALLAS","No","No","TURNED IMPROPERLY - WRONG LANE","2014-05-15","0","5","1","1","2014187232","0","B - SUSPECTED MINOR INJURY","0","1940","1","0","2014","THURSDAY","19:00 - 19:59","No Data","S FULTON ST","NO DATA","INTERSECTION","32.80250425","6 - DUSK","No Data","-96.75468258","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","COLUMBIA AVE","5798","1 - DRY","No Data","1 - CLEAR"
"13837701","NO","DALLAS POLICE DEPARTMENT","false","117442B","DALLAS","No","No","HAD BEEN DRINKING;OTHER (EXPLAIN IN NARRATIVE)","2014-05-15","0","5","1","1","2014188038","0","B - SUSPECTED MINOR INJURY","0","2000","1","0","2014","THURSDAY","20:00 - 20:59","No Data","N/A","NO DATA","NON INTERSECTION","32.8708695","6 - DUSK","No Data","-96.73519644","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","SKILLMAN ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13844884","NO","DALLAS POLICE DEPARTMENT","false","116816B","DALLAS","No","No","OTHER (EXPLAIN IN NARRATIVE)","2014-05-15","0","5","1","0","2014194453","0","B - SUSPECTED MINOR INJURY","0","0800","1","1","2014","THURSDAY","08:00 - 08:59","No Data","N/A","NO DATA","NON INTERSECTION","32.77757737","1 - DAYLIGHT","No Data","-96.7456279","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","BALDWIN ST","4500","1 - DRY","No Data","1 - CLEAR"
"13848558","NO","DALLAS POLICE DEPARTMENT","false","117332B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","2014-05-15","0","5","1","1","2014198070","0","B - SUSPECTED MINOR INJURY","0","1740","1","0","2014","THURSDAY","17:00 - 17:59","No Data","N/A","NO DATA","NON INTERSECTION","32.77616524","1 - DAYLIGHT","No Data","-96.77830813","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","HICKORY ST","2627","1 - DRY","No Data","1 - CLEAR"
"13849982","NO","DALLAS POLICE DEPARTMENT","false","117297B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","2014-05-15","0","5","0","1","2014200083","0","A - SUSPECTED SERIOUS INJURY","1","1750","1","0","2014","THURSDAY","17:00 - 17:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.93281423","1 - DAYLIGHT","No Data","-96.81260668","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","ALPHA RD","5519","1 - DRY","No Data","1 - CLEAR"
"13837638","NO","DALLAS POLICE DEPARTMENT","false","118291B","DALLAS","No","No","PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE","2014-05-16","0","5","1","1","2014187976","0","B - SUSPECTED MINOR INJURY","0","1845","1","0","2014","FRIDAY","18:00 - 18:59","No Data","ELM ST","NO DATA","INTERSECTION RELATED","32.78055895","1 - DAYLIGHT","No Data","-96.80319094","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","No Data","N GRIFFIN ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13838416","NO","DALLAS POLICE DEPARTMENT","false","118491B","DALLAS","No","No","HAD BEEN DRINKING;WRONG SIDE - APPROACH OR INTERSECTION","2014-05-16","0","5","1","1","2014188753","0","B - SUSPECTED MINOR INJURY","0","2255","1","0","2014","FRIDAY","22:00 - 22:59","No Data","N/A","NO DATA","NON INTERSECTION","32.78641222","3 - DARK, LIGHTED","No Data","-96.7731501","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","MAIN ST","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13840418","NO","DALLAS POLICE DEPARTMENT","false","119888B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","2014-05-18","0","5","1","1","2014190125","0","B - SUSPECTED MINOR INJURY","0","1140","1","0","2014","SUNDAY","11:00 - 11:59","No Data","N/A","NO DATA","DRIVEWAY ACCESS","32.76483445","1 - DAYLIGHT","No Data","-96.68262697","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","3214","1 - DRY","No Data","1 - CLEAR"
"13850822","NO","DALLAS POLICE DEPARTMENT","true","125454B","DALLAS","No","No","DRIVER INATTENTION; WRONG WAY - ONE WAY ROAD","2014-05-24","0","5","0","2","2014200921","1","C - POSSIBLE INJURY","0","1435","1","0","2014","SATURDAY","14:00 - 14:59","No Data","VETERANS DR","NO DATA","INTERSECTION","32.69054648","1 - DAYLIGHT","No Data","-96.78026932","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","DAMAGED BICYCLE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13859634","NO","DALLAS POLICE DEPARTMENT","false","125754B","DALLAS","No","No","FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN","2014-05-24","0","5","0","1","2014209143","0","A - SUSPECTED SERIOUS INJURY","1","2056","1","0","2014","SATURDAY","20:00 - 20:59","No Data","N/A","NO DATA","NON INTERSECTION","No Data","3 - DARK, LIGHTED","No Data","No Data","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","E LEDBETTER DR","NO DATA","1 - DRY","No Data","1 - CLEAR"
"13862189","NO","DALLAS POLICE DEPARTMENT","false","126460B","DALLAS","No","No","FAILED TO CONTROL SPEED","2014-05-25","1","5","0","0","2014210938","0","K - FATAL INJURY","0","1730","0","1","2014","SUNDAY","17:00 - 17:59","No Data","N/A","NO DATA","NON INTERSECTION","32.7633424","1 - DAYLIGHT","No Data","-96.65871527","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SH0352","NO DATA","1 - DRY","No Data","2 - CLOUDY"
"13859142","NO","DALLAS POLICE DEPARTMENT","false","128395B","DALLAS","No","No","TURNED IMPROPERLY - WIDE RIGHT","2014-05-27","0","5","0","0","2014208652","0","A - SUSPECTED SERIOUS INJURY","1","2018","1","1","2014","TUESDAY","20:00 - 20:59","No Data","UNKNOWN","NO DATA","INTERSECTION RELATED","32.64908428","1 - DAYLIGHT","No Data","-96.97314253","ONE MOTOR VEHICLE - TURNING RIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","SUGARLEAF LN","6000","1 - DRY","No Data","1 - CLEAR"
"13864736","NO","DALLAS POLICE DEPARTMENT","false","131772B","DALLAS","No","No","UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE)","2014-05-31","0","5","0","1","2014212835","1","C - POSSIBLE INJURY","0","1710","1","0","2014","SATURDAY","17:00 - 17:59","No Data","SH0078","NO DATA","INTERSECTION RELATED","32.83380214","1 - DAYLIGHT","No Data","-96.70235797","ONE MOTOR VEHICLE - TURNING LEFT","NOT APPLICABLE","NONE","No Data","No Data","4 OR MORE LANES, DIVIDED","SL0012","1197","2 - WET","No Data","2 - CLOUDY"
"13865567","NO","DALLAS POLICE DEPARTMENT","false","134423-2014","DALLAS","No","No","DISREGARD STOP AND GO SIGNAL","2014-06-03","0","6","1","2","2014214408","0","B - SUSPECTED MINOR INJURY","0","1820","1","1","2014","TUESDAY","18:00 - 18:59","No Data","SANTA FE TRL","NO DATA","INTERSECTION RELATED","32.79448007","1 - DAYLIGHT","No Data","-96.76011065","ONE MOTOR VEHICLE - GOING STRAIGHT","NOT APPLICABLE","NONE","No Data","No Data","No Data","S MUNGER BLVD","NO DATA","1 - DRY","No Data","1 - CLEAR"
